asset_id,location,install_year,last_maintenance_year,usage_hours_per_month,failure_count,condition_score,maintenance_cost_last_year,asset_type,operational_state,disposal_decision
A1121,SiteB,2001,2003,99.69,4,0.5257473523755872,1990.46,Transformer,Obsolete,Sell
A1122,ZoneY,2012,2020,105.0,3,0.4505068521501499,945.7,Sensor,Degraded,Retain
A1123,SiteA,2017,2021,131.27,3,0.6528403328815928,748.88,Meter,Degraded,Recycle
A1124,SiteA,2014,2014,84.39,2,0.7909319269147608,1020.93,Sensor,Degraded,Recycle
A1125,ZoneY,2013,2016,157.22,4,0.2923829152848475,933.2,Transformer,Obsolete,Sell
A1126,ZoneY,2019,2021,111.58,1,0.1161916952613948,696.31,Meter,Obsolete,Recycle
A1127,ZoneY,2015,2024,73.16,6,0.4194823798009056,1910.99,Transformer,Obsolete,Recycle
A1128,ZoneY,2016,2017,108.44,2,0.3559003113210053,734.44,Meter,Obsolete,Discard
A1129,ZoneY,2000,2002,107.07,2,0.3753204657479096,1559.34,Transformer,Obsolete,Sell
A1130,SiteB,2004,2011,109.93,2,0.7427341914132981,1218.01,Meter,Obsolete,Discard
A1131,SiteA,2010,2010,123.44,2,0.4834558634883333,1139.73,Sensor,Obsolete,Recycle
A1132,SiteA,2004,2012,74.19,4,0.5521907996439611,507.35,Sensor,Obsolete,Recycle
A1133,SiteA,2002,2003,121.21,3,0.304273077979837,1655.49,Meter,Obsolete,Discard
A1134,ZoneX,2002,2009,135.37,3,0.6724137874149739,1488.53,Meter,Obsolete,Sell
A1135,ZoneY,2018,2018,82.46,1,0.4797777155076138,1466.09,Transformer,Degraded,Retain
A1136,SiteB,2020,2025,106.57,2,0.4588877262373011,1210.94,Sensor,Degraded,Retain
A1137,SiteA,2018,2019,25.27,4,0.7384281741147893,282.67,Transformer,Degraded,Retain
A1138,ZoneY,2001,2001,43.91,3,0.3925872783801922,1678.77,Transformer,Obsolete,Recycle
A1139,ZoneX,2022,2022,57.31,4,0.5392890843035499,1108.24,Meter,Degraded,Retain
A1140,ZoneX,2015,2021,55.28,3,0.6773495078897899,577.57,Meter,Degraded,Retain
A1141,ZoneY,2020,2025,106.32,7,0.7320059474609985,686.84,Meter,Obsolete,Discard
A1142,ZoneX,2000,2005,68.25,3,0.3271718001699417,1152.64,Transformer,Obsolete,Sell
A1143,ZoneY,2009,2009,78.56,3,0.553152198445757,1983.95,Sensor,Obsolete,Discard
A1144,ZoneY,2001,2002,79.4,1,0.238178441345402,1402.83,Sensor,Obsolete,Discard
A1145,ZoneX,2009,2017,77.61,2,0.8045793311356303,1355.37,Transformer,Obsolete,Discard
A1146,SiteA,2010,2018,92.83,5,0.4554638522395753,1643.86,Transformer,Obsolete,Sell
A1147,ZoneY,2010,2017,36.81,3,0.2749587743013038,782.93,Sensor,Obsolete,Recycle
A1148,SiteA,2020,2025,78.83,3,0.3357730458839048,1877.42,Transformer,Obsolete,Discard
A1149,ZoneY,2004,2007,164.73,3,0.4807041976350295,987.13,Transformer,Obsolete,Recycle
A1150,ZoneX,2019,2020,154.93,4,0.8021714186209155,528.85,Sensor,Degraded,Recycle
A1151,ZoneY,2021,2025,63.93,1,0.3666466182134235,299.62,Transformer,Obsolete,Discard
A1152,SiteA,2011,2019,120.17,2,0.6264443594408187,1762.09,Sensor,Degraded,Recycle
A1153,ZoneY,2003,2006,100.12,1,0.1779468575865733,613.69,Transformer,Obsolete,Recycle
A1154,SiteA,2008,2017,54.01,3,0.2489558667865768,644.86,Transformer,Obsolete,Recycle
A1155,SiteB,2023,2025,140.91,7,0.7285125670201249,755.49,Sensor,Obsolete,Sell
A1156,SiteA,2007,2010,111.22,4,0.5525130299275924,867.6,Sensor,Obsolete,Recycle
A1157,SiteA,2018,2025,151.59,0,0.8953603377591686,1368.28,Meter,Active,Retain
A1158,ZoneX,2011,2017,91.44,5,0.3432369256156344,762.02,Meter,Obsolete,Discard
A1159,SiteB,2000,2004,103.11,6,0.4098706776401079,1137.12,Sensor,Obsolete,Sell
A1160,ZoneX,2000,2005,85.79,3,0.3217499181604911,1565.55,Transformer,Obsolete,Discard
A1161,ZoneX,2005,2011,62.74,3,0.3626354404918361,957.23,Sensor,Obsolete,Discard
A1162,ZoneY,2019,2025,111.62,3,0.8737008044967106,575.09,Meter,Degraded,Retain
A1163,SiteA,2017,2020,134.79,2,0.1356599561425936,248.19,Meter,Obsolete,Discard
A1164,SiteB,2016,2024,105.84,2,0.6281139683053001,587.49,Transformer,Degraded,Recycle
A1165,ZoneX,2000,2002,131.63,3,0.7973857205328283,1869.92,Meter,Obsolete,Recycle
A1166,SiteA,2001,2002,69.26,1,0.3433802396331414,1437.1,Meter,Obsolete,Sell
A1167,ZoneY,2008,2014,119.0,5,0.0440217333967788,685.7,Transformer,Obsolete,Recycle
A1168,ZoneX,2008,2010,136.54,2,0.6744368876755306,1944.73,Transformer,Obsolete,Sell
A1169,SiteB,2018,2022,104.4,2,0.508658758921372,1772.88,Sensor,Degraded,Retain
A1170,SiteB,2013,2014,106.63,5,0.4261868018477068,294.78,Meter,Degraded,Recycle
A1171,ZoneX,2012,2016,127.99,2,0.3423269791365025,1201.01,Meter,Obsolete,Discard
A1172,SiteB,2023,2025,56.09,4,0.1403009246028006,766.44,Sensor,Obsolete,Sell
A1173,ZoneY,2023,2025,153.42,7,0.6767083598409166,1836.0,Sensor,Obsolete,Recycle
A1174,ZoneX,2006,2008,123.34,4,0.4968774948637248,233.18,Transformer,Obsolete,Sell
A1175,SiteA,2010,2014,57.69,3,0.3133571449572314,1544.1,Transformer,Obsolete,Recycle
A1176,ZoneY,2009,2012,85.11,4,0.5449963710907365,952.12,Sensor,Obsolete,Recycle
A1177,ZoneX,2019,2025,103.82,1,0.5004705265124625,1009.44,Transformer,Degraded,Recycle
A1178,SiteA,2004,2013,120.66,1,0.5212942211081356,807.6,Sensor,Obsolete,Recycle
A1179,ZoneX,2013,2015,86.67,3,0.5573317692170986,563.24,Sensor,Degraded,Recycle
A1180,ZoneX,2016,2022,118.62,4,0.2216959437596732,361.97,Meter,Obsolete,Discard
A1181,SiteB,2019,2019,105.01,3,0.7933379492864534,742.27,Transformer,Degraded,Recycle
A1182,ZoneY,2021,2022,108.64,4,0.1827544302532108,1904.36,Transformer,Obsolete,Discard
A1183,SiteA,2014,2014,67.57,3,0.2902708259706643,678.89,Sensor,Obsolete,Recycle
A1184,SiteA,2005,2011,99.85,1,0.7901923691659367,770.63,Transformer,Obsolete,Discard
A1185,SiteA,2009,2012,66.35,1,0.7773133295227757,1905.01,Sensor,Obsolete,Sell
A1186,SiteA,2002,2006,84.47,2,0.4708043656367912,1837.15,Sensor,Obsolete,Sell
A1187,ZoneX,2011,2018,126.52,2,0.4963749509659542,1987.07,Sensor,Degraded,Recycle
A1188,ZoneY,2005,2012,88.48,4,0.1681634362826787,1887.86,Transformer,Obsolete,Discard
A1189,ZoneY,2017,2018,99.36,3,0.6410055616015438,1665.58,Sensor,Degraded,Recycle
A1190,SiteB,2009,2018,74.46,2,0.4765624005445835,1583.37,Meter,Obsolete,Discard
A1191,ZoneY,2005,2011,75.58,2,0.4666730052720196,1331.95,Transformer,Obsolete,Sell
A1192,ZoneY,2012,2013,108.59,2,0.1699399953121047,265.94,Meter,Obsolete,Sell
A1193,SiteB,2017,2025,108.86,2,0.4325612273045636,762.51,Meter,Degraded,Retain
A1194,SiteA,2019,2025,54.57,3,0.3511606526389498,1082.83,Transformer,Obsolete,Discard
A1195,ZoneX,2006,2008,51.6,0,0.0971969285418797,1987.23,Meter,Obsolete,Recycle
A1196,SiteA,2001,2001,70.63,2,0.5210564695333871,1695.82,Transformer,Obsolete,Recycle
A1197,ZoneY,2001,2008,97.87,2,0.760687724608053,714.32,Meter,Obsolete,Recycle
A1198,ZoneY,2013,2013,79.52,6,0.3710854926514079,279.82,Sensor,Obsolete,Discard
A1199,ZoneY,2000,2005,100.01,4,0.5179005867668296,1113.09,Transformer,Obsolete,Recycle
A1200,SiteB,2014,2020,120.82,2,0.904485239770298,1503.63,Transformer,Degraded,Retain
A1201,ZoneX,2004,2007,88.38,3,0.7362846062214375,1128.33,Meter,Obsolete,Sell
A1202,SiteA,2006,2013,160.36,1,0.9457883877169002,395.35,Meter,Obsolete,Sell
A1203,SiteA,2018,2025,110.79,5,0.7626099637433795,264.78,Sensor,Degraded,Retain
A1204,SiteB,2017,2022,100.75,2,0.3041701989106827,1851.0,Meter,Obsolete,Recycle
A1205,SiteA,2012,2016,53.99,1,0.5168906614814635,969.35,Meter,Degraded,Retain
A1206,ZoneX,2006,2012,111.52,2,0.6090708388531341,1111.69,Sensor,Obsolete,Discard
A1207,ZoneY,2014,2014,136.34,4,0.5336713169488169,1818.42,Transformer,Degraded,Recycle
A1208,ZoneX,2020,2025,110.96,3,0.5912636917405636,665.31,Transformer,Degraded,Recycle
A1209,ZoneY,2010,2011,94.61,4,0.3959496580811558,330.6,Meter,Obsolete,Sell
A1210,ZoneY,2004,2006,124.22,3,0.5080162830358489,1849.29,Meter,Obsolete,Sell
A1211,ZoneY,2018,2023,165.14,8,0.5079102126513793,1443.45,Meter,Obsolete,Recycle
A1212,ZoneY,2018,2023,73.83,2,0.2504090742906621,1798.72,Meter,Obsolete,Discard
A1213,ZoneX,2011,2020,73.55,4,0.5570951584311883,1699.8,Transformer,Degraded,Recycle
A1214,ZoneX,2007,2015,83.41,1,0.1222481664962553,602.3,Meter,Obsolete,Discard
A1215,ZoneY,2008,2012,68.72,3,0.4278874181575299,1189.65,Meter,Obsolete,Recycle
A1216,ZoneX,2020,2021,98.15,3,0.3322631901006417,786.76,Sensor,Obsolete,Sell
A1217,SiteA,2011,2014,152.16,2,0.8060868289057467,520.75,Sensor,Degraded,Retain
A1218,ZoneY,2014,2018,96.51,8,0.7810840696119924,734.07,Sensor,Obsolete,Discard
A1219,ZoneY,2016,2020,67.42,2,0.8753159358331694,1888.82,Transformer,Active,Retain
A1220,ZoneX,2011,2016,66.03,2,0.0962873109396934,1412.75,Transformer,Obsolete,Discard
A1221,SiteA,2011,2018,61.46,2,0.7478186193613788,647.11,Meter,Degraded,Recycle
A1222,SiteA,2022,2023,68.84,1,0.9432464644032948,1167.24,Sensor,Active,Retain
A1223,SiteB,2013,2021,125.94,4,0.7710032698793983,505.14,Sensor,Degraded,Recycle
A1224,ZoneY,2013,2016,127.11,6,0.3308961753851407,828.35,Sensor,Obsolete,Recycle
A1225,ZoneY,2005,2012,95.25,2,0.5729236608206558,774.89,Meter,Obsolete,Discard
A1226,ZoneX,2008,2012,95.19,1,0.313762157439461,1026.05,Transformer,Obsolete,Recycle
A1227,ZoneX,2006,2012,41.43,2,0.7276781522913083,361.48,Transformer,Obsolete,Recycle
A1228,SiteB,2006,2006,59.51,2,0.8385979231853815,927.55,Transformer,Obsolete,Sell
A1229,SiteB,2008,2016,76.89,0,0.2520224821891491,1743.97,Meter,Obsolete,Sell
A1230,ZoneY,2019,2025,125.81,3,0.0510740757959492,1871.49,Meter,Obsolete,Discard
A1231,SiteB,2010,2012,119.68,4,0.3517770809130159,1417.51,Sensor,Obsolete,Sell
A1232,ZoneY,2013,2019,18.84,5,0.4489666601321902,400.27,Transformer,Degraded,Recycle
A1233,SiteA,2023,2025,84.18,4,0.3336762863684238,509.3,Sensor,Obsolete,Recycle
A1234,ZoneY,2005,2011,132.1,4,0.4288389934140085,839.12,Sensor,Obsolete,Recycle
A1235,SiteB,2001,2007,114.25,2,0.6726236924578628,605.16,Transformer,Obsolete,Discard
A1236,SiteB,2004,2004,100.01,3,0.1872392611626004,533.4,Sensor,Obsolete,Discard
A1237,ZoneX,2008,2017,89.9,6,0.5423038250995441,880.19,Transformer,Obsolete,Recycle
A1238,ZoneX,2012,2015,101.59,5,0.5213194019722246,1930.84,Sensor,Degraded,Retain
A1239,SiteB,2001,2007,86.59,1,0.6623897750538488,1653.84,Transformer,Obsolete,Recycle
A1240,ZoneX,2005,2012,92.59,2,0.4274366387643912,970.63,Meter,Obsolete,Discard
A1241,ZoneX,2012,2016,60.74,2,0.2570850971737515,664.35,Sensor,Obsolete,Recycle
A1242,SiteA,2008,2010,85.59,2,0.7951484478055384,1613.0,Transformer,Obsolete,Recycle
A1243,SiteB,2002,2005,130.56,3,0.6242866090246948,1856.68,Sensor,Obsolete,Recycle
A1244,ZoneY,2005,2013,125.86,2,0.5923021859935326,1362.46,Transformer,Obsolete,Sell
A1245,ZoneY,2018,2018,101.29,1,0.2996761444787901,1302.8,Sensor,Obsolete,Discard
